208.955, 128.917, 8.333, 17.282 False
208.677, 128.918, 8.333, 17.315 False
208.399, 128.918, 8.333, 17.348 False
208.121, 128.919, 8.333, 17.381 False
207.843, 128.919, 8.333, 17.414 False
207.566, 128.920, 8.333, 17.447 False
207.288, 128.921, 8.333, 17.480 False
207.010, 128.922, 8.333, 17.513 False
206.732, 128.923, 8.333, 17.546 False
206.455, 128.924, 8.333, 17.579 False
206.177, 128.925, 8.333, 17.612 False
205.899, 128.926, 8.333, 17.645 False
205.621, 128.928, 8.333, 17.678 False
205.344, 128.929, 8.333, 17.711 False
205.066, 128.930, 8.333, 17.744 False
204.788, 128.932, 8.333, 17.777 False
204.510, 128.934, 8.333, 17.810 False
204.232, 128.935, 8.333, 17.843 False
203.955, 128.937, 8.333, 17.876 False
203.677, 128.939, 8.333, 17.909 False
203.399, 128.941, 8.333, 17.942 False
203.121, 128.942, 8.333, 17.975 False
202.844, 128.944, 8.333, 18.008 False
202.566, 128.946, 8.333, 18.041 False
202.288, 128.949, 8.333, 18.074 False
202.010, 128.951, 8.333, 18.107 False
201.732, 128.953, 8.333, 18.140 False
201.455, 128.955, 8.333, 18.173 False
201.177, 128.958, 8.333, 18.206 False
200.899, 128.960, 8.333, 18.239 False
200.621, 128.962, 8.333, 18.272 False
200.344, 128.965, 8.333, 18.305 False
200.066, 128.968, 8.333, 18.338 False
199.788, 128.970, 8.333, 18.371 False
199.510, 128.973, 8.333, 18.404 False
199.232, 128.976, 8.333, 18.437 False
198.955, 128.978, 8.333, 18.470 False
198.677, 128.981, 8.333, 18.503 False
198.399, 128.984, 8.333, 18.536 False
198.122, 128.987, 8.333, 18.569 False
197.844, 128.990, 8.333, 18.602 False
197.566, 128.993, 8.333, 18.635 False
197.288, 128.996, 8.333, 18.668 False
197.011, 128.999, 8.333, 18.701 False
196.733, 129.003, 8.333, 18.734 False
196.455, 129.006, 8.333, 18.767 False
196.177, 129.009, 8.333, 18.800 False
195.900, 129.012, 8.333, 18.833 False
195.622, 129.016, 8.333, 18.866 False
195.344, 129.019, 8.333, 18.899 False
195.066, 129.023, 8.333, 18.932 False
194.789, 129.026, 8.333, 18.965 False
194.511, 129.030, 8.333, 18.998 False
194.233, 129.033, 8.333, 19.031 False
193.955, 129.037, 8.333, 19.064 False
193.678, 129.040, 8.333, 19.097 False
193.400, 129.044, 8.333, 19.130 False
193.122, 129.048, 8.333, 19.163 False
192.845, 129.051, 8.333, 19.196 False
192.567, 129.055, 8.333, 19.229 False
192.289, 129.059, 8.333, 19.262 False
192.011, 129.063, 8.333, 19.295 False
191.734, 129.067, 8.333, 19.328 False
191.456, 129.071, 8.333, 19.361 False
191.178, 129.074, 8.333, 19.394 False
190.900, 129.078, 8.333, 19.427 False
190.623, 129.082, 8.333, 19.460 False
190.345, 129.086, 8.333, 19.493 False
190.067, 129.090, 8.333, 19.526 False
189.789, 129.094, 8.333, 19.559 False
189.512, 129.098, 8.333, 19.592 False
189.234, 129.103, 8.333, 19.625 False
188.956, 129.107, 8.333, 19.658 False
188.679, 129.111, 8.333, 19.691 False
188.401, 129.115, 8.333, 19.724 False
188.123, 129.119, 8.333, 19.757 False
187.845, 129.123, 8.333, 19.790 False
187.568, 129.128, 8.333, 19.823 False
187.290, 129.132, 8.333, 19.856 False
187.012, 129.136, 8.333, 19.889 False
186.734, 129.140, 8.333, 19.922 False
186.457, 129.145, 8.333, 19.955 False
186.179, 129.149, 8.333, 19.988 False
185.901, 129.153, 8.333, 20.021 False
185.623, 129.157, 8.333, 20.054 False
185.346, 129.162, 8.333, 20.087 False
185.068, 129.166, 8.333, 20.120 False
184.790, 129.170, 8.333, 20.153 False
184.512, 129.175, 8.333, 20.186 False
184.235, 129.179, 8.333, 20.219 False
183.957, 129.183, 8.333, 20.252 False
183.679, 129.188, 8.333, 20.285 False
183.402, 129.192, 8.333, 20.318 False
183.124, 129.197, 8.333, 20.351 False
182.846, 129.201, 8.333, 20.384 False
182.568, 129.205, 8.333, 20.417 False
182.291, 129.210, 8.333, 20.450 False
182.013, 129.214, 8.333, 20.483 False
181.735, 129.219, 8.333, 20.516 False
181.457, 129.223, 8.333, 20.549 False
181.180, 129.227, 8.333, 20.582 False
180.902, 129.232, 8.333, 20.615 False
180.624, 129.236, 8.333, 20.648 False
180.346, 129.241, 8.333, 20.681 False
180.069, 129.245, 8.333, 20.714 False
179.791, 129.249, 8.333, 20.747 False
179.513, 129.254, 8.333, 20.780 False
179.236, 129.258, 8.333, 20.813 False
178.958, 129.263, 8.333, 20.846 False
178.680, 129.267, 8.333, 20.879 False
178.402, 129.271, 8.333, 20.912 False
178.125, 129.276, 8.333, 20.945 False
177.847, 129.280, 8.333, 20.978 False
177.569, 129.285, 8.333, 21.011 False
177.291, 129.289, 8.333, 21.044 False
177.014, 129.293, 8.333, 21.077 False
176.736, 129.298, 8.333, 21.110 False
176.458, 129.302, 8.333, 21.143 False
176.181, 129.306, 8.330, 21.176 False
175.904, 129.311, 8.305, 21.209 False
175.628, 129.315, 8.246, 21.242 False
175.356, 129.319, 8.157, 21.275 False
175.088, 129.323, 8.043, 21.308 False
174.824, 129.327, 7.909, 21.341 False
174.565, 129.331, 7.763, 21.374 False
174.311, 129.335, 7.607, 21.407 False
174.063, 129.339, 7.443, 21.440 False
173.820, 129.343, 7.276, 21.473 False
173.583, 129.346, 7.111, 21.506 False
173.350, 129.350, 6.954, 21.539 False
173.123, 129.353, 6.807, 21.572 False
172.900, 129.356, 6.673, 21.605 False
172.681, 129.360, 6.550, 21.638 False
172.465, 129.363, 6.437, 21.671 False
172.254, 129.366, 6.331, 21.704 False
172.045, 129.369, 6.234, 21.737 False
171.839, 129.372, 6.142, 21.770 False
171.636, 129.375, 6.057, 21.803 False
171.436, 129.378, 5.975, 21.836 False
171.239, 129.381, 5.899, 21.869 False
171.044, 129.383, 5.825, 21.902 False
170.851, 129.386, 5.758, 21.935 False
